20000308;73;111;95;129;0;50;118
20000309;65;107;64;136;4;29;33
20000310;30;65;7;99;24;26;10
20000311;53;87;53;116;27;39;12
20000312;20;77;39;123;59;0;0
20000313;28;77;39;103;5;0;-1
20000314;50;78;36;102;11;56;44
20000315;48;60;20;87;44;9;2
20000316;33;80;49;104;0;5;2
20000317;34;82;47;108;4;0;-1
20000318;48;70;55;91;24;44;37
20000319;30;58;14;104;65;10;1
20000320;15;51;-11;109;23;0;0
20000321;10;60;14;101;0;0;0
20000322;15;72;-7;158;94;0;0
20000323;26;72;9;134;88;0;0
20000324;27;88;49;123;0;38;44
20000325;25;86;52;118;31;14;40
20000326;28;63;44;105;49;36;33
20000327;35;56;32;91;16;8;6
20000328;47;41;25;52;0;0;-1
20000329;59;59;42;78;0;0;-1
20000330;36;65;56;78;0;0;-1
20000331;13;61;46;78;0;0;-1
20000401;13;62;30;89;6;23;6
20000402;39;100;47;143;36;21;11
20000403;40;119;68;168;60;0;-1
20000404;48;101;47;160;20;3;1
20000405;61;48;17;77;21;0;-1
20000406;33;48;-20;109;84;0;0
20000407;20;55;-13;131;107;0;0
20000408;18;66;-22;128;40;0;0
20000409;54;93;41;155;108;0;0
20000410;42;59;15;104;126;0;0
20000411;23;61;-24;124;83;0;-1
20000412;53;62;39;85;35;54;67
20000413;53;59;34;92;23;25;23
20000414;31;69;26;117;62;0;-1
20000415;49;89;55;136;15;38;39
20000416;47;93;54;133;74;2;1
20000417;52;107;67;150;57;31;42
20000418;45;106;61;157;87;0;0
20000419;30;119;52;180;77;0;-1
20000420;40;134;63;174;50;0;-1
20000421;35;137;99;182;52;7;5
20000422;27;133;92;181;4;60;39
20000423;20;111;86;133;0;76;89
20000424;19;113;65;170;49;0;0
20000425;42;149;68;206;52;0;0
20000426;37;149;102;224;82;5;4
20000427;28;152;108;195;21;8;4
20000428;25;158;84;230;104;0;0
20000429;23;119;106;144;0;20;59
20000430;19;125;109;149;0;7;2
20000501;34;128;96;171;17;0;-1
20000502;44;104;91;120;0;0;-1
20000503;33;120;100;140;0;0;-1
20000504;38;134;104;193;69;0;0
20000505;38;181;89;253;140;0;0
20000506;38;201;123;265;102;0;0
20000507;33;192;134;275;107;3;6
20000508;20;193;104;257;97;0;-1
20000509;17;196;136;256;91;0;-1
20000510;24;198;132;270;60;0;-1
20000511;44;184;131;251;123;0;0
20000512;38;189;113;260;128;0;0
20000513;30;181;112;253;118;0;0
20000514;18;192;87;271;146;0;0
20000515;21;208;107;289;133;0;0
20000516;29;202;124;296;95;33;210
20000517;55;137;105;168;55;14;12
20000518;48;114;82;152;56;23;35
20000519;34;103;63;136;13;33;40
20000520;27;108;54;161;89;2;4
20000521;23;100;56;123;0;70;58
20000522;20;114;64;157;34;5;3
20000523;38;138;68;186;10;44;43
20000524;26;140;115;188;31;106;70
20000525;57;132;103;153;53;43;49
20000526;36;136;82;173;22;29;40
20000527;72;124;102;170;66;6;6
20000528;72;94;70;133;4;128;185
20000529;38;101;54;148;74;28;79
20000530;21;98;36;150;54;7;8
20000531;18;125;38;189;115;0;0
20000601;41;151;104;198;22;23;8
20000602;29;164;111;215;107;0;0
20000603;24;181;99;252;66;55;114
20000604;35;167;87;218;75;3;2
20000605;20;123;71;160;23;69;57
20000606;28;128;101;163;19;11;183
20000607;33;123;60;166;72;2;2
20000608;38;155;55;222;153;0;0
20000609;38;212;137;296;136;0;0
20000610;28;166;108;207;76;0;0
20000611;27;148;82;195;79;0;0
20000612;42;162;109;212;61;0;0
20000613;34;169;141;198;17;0;0
20000614;41;172;151;205;21;41;41
20000615;33;151;88;192;70;1;1
20000616;28;132;60;182;133;0;0
20000617;23;149;60;212;151;0;0
20000618;22;211;87;287;152;0;0
20000619;35;257;174;335;153;0;0
20000620;25;259;178;336;148;0;0
20000621;42;205;162;269;50;23;10
20000622;44;163;134;200;37;21;34
20000623;49;151;121;198;21;53;59
20000624;34;135;114;176;43;50;83
20000625;34;127;104;151;7;13;8
20000626;34;124;71;161;49;0;-1
20000627;27;123;50;175;92;0;0
20000628;26;124;61;172;78;0;0
20000629;30;132;83;175;90;0;-1
20000630;20;137;55;194;114;0;0
20000701;22;136;85;165;1;30;27
20000702;19;190;141;249;39;0;-1
20000703;20;194;131;245;69;14;36
20000704;21;176;122;235;33;14;67
20000705;24;158;143;191;2;76;75
20000706;23;165;132;202;42;0;0
20000707;50;140;105;170;28;0;-1
20000708;27;127;64;158;4;16;12
20000709;45;138;126;149;0;75;71
20000710;53;152;120;198;60;39;76
20000711;42;133;117;160;10;25;26
20000712;35;139;95;177;133;0;0
20000713;31;145;114;176;5;81;91
20000714;31;132;104;168;26;44;77
20000715;30;128;106;161;30;48;86
20000716;30;142;125;182;21;0;-1
20000717;26;136;120;162;16;8;3
20000718;30;140;125;172;23;0;-1
20000719;31;161;108;202;48;2;1
20000720;24;163;91;222;114;0;0
20000721;33;146;112;176;28;0;-1
20000722;28;151;105;198;30;0;-1
20000723;35;165;136;213;84;0;0
20000724;49;184;146;238;49;0;-1
20000725;36;170;142;216;20;6;3
20000726;14;155;136;178;0;0;-1
20000727;16;165;101;216;43;70;58
20000728;24;170;115;221;63;0;-1
20000729;20;159;117;206;20;27;277
20000730;18;168;109;222;74;0;0
20000731;20;183;116;232;111;0;0
20000801;25;210;153;277;69;30;39
20000802;41;182;134;229;115;0;0
20000803;34;173;131;225;67;12;72
20000804;18;165;106;218;51;0;0
20000805;18;166;117;217;73;0;0
20000806;24;175;105;224;52;0;-1
20000807;20;186;153;224;63;0;-1
20000808;25;173;130;223;68;14;12
20000809;20;184;107;238;84;0;0
20000810;32;187;168;209;6;11;6
20000811;20;189;128;235;59;0;0
20000812;15;176;97;239;119;0;0
20000813;28;217;119;289;83;0;-1
20000814;28;217;178;271;46;8;23
20000815;34;182;117;224;20;0;-1
20000816;33;183;125;234;76;0;-1
20000817;41;179;115;233;99;3;2
20000818;24;176;109;230;67;15;4
20000819;23;186;141;240;30;17;28
20000820;23;175;123;239;63;29;116
20000821;20;156;107;203;68;19;22
20000822;15;153;86;212;66;0;0
20000823;32;155;95;213;125;0;0
20000824;17;156;74;229;128;0;0
20000825;21;163;97;212;36;0;0
20000826;43;195;126;262;103;0;0
20000827;18;167;128;205;0;54;65
20000828;23;144;93;199;42;8;45
20000829;22;146;87;214;55;0;-1
20000830;15;139;68;202;96;0;0
20000831;17;144;77;202;87;0;0
20000901;33;157;113;211;38;25;44
20000902;27;145;124;181;23;44;62
20000903;30;149;123;186;37;31;43
20000904;23;138;106;166;4;6;3
20000905;28;154;92;213;46;5;2
20000906;50;151;132;171;11;28;28
20000907;39;159;148;186;26;0;-1
20000908;43;174;151;192;0;22;7
20000909;20;173;137;201;5;24;78
20000910;12;170;116;232;19;0;0
20000911;25;184;124;239;105;0;0
20000912;32;176;142;211;6;0;-1
20000913;25;160;104;206;58;0;0
20000914;14;152;94;210;30;0;0
20000915;27;166;117;214;30;33;193
20000916;28;155;121;201;38;5;4
20000917;16;130;88;162;10;34;43
20000918;37;159;122;203;52;0;0
20000919;52;174;130;221;107;0;-1
20000920;27;148;131;170;0;52;17
20000921;20;137;105;185;47;2;1
20000922;31;154;90;211;60;0;0
20000923;38;165;122;208;104;0;0
20000924;40;147;97;200;96;16;6
20000925;24;152;114;205;65;5;3
20000926;28;169;131;232;36;34;65
20000927;37;161;139;203;64;9;31
20000928;43;158;146;172;0;74;33
20000929;23;169;145;196;7;3;1
20000930;21;159;129;196;30;52;23
20001001;16;138;103;163;0;56;61
20001002;29;124;97;167;58;6;3
20001003;30;127;79;166;40;0;-1
20001004;29;122;92;156;0;23;13
20001005;28;121;84;180;21;33;48
20001006;25;92;49;140;51;66;81
20001007;22;84;39;145;98;0;0
20001008;38;101;55;126;0;45;46
20001009;37;96;30;146;61;22;10
20001010;69;94;77;121;24;69;80
20001011;71;104;78;136;45;54;87
20001012;51;117;88;152;70;11;17
20001013;32;116;67;164;84;0;0
20001014;20;98;62;123;2;0;-1
20001015;27;103;78;127;1;30;4
20001016;49;123;107;155;4;82;46
20001017;32;102;41;156;77;6;3
20001018;42;99;45;122;0;17;10
20001019;26;107;40;163;57;49;63
20001020;41;113;36;162;45;0;0
20001021;35;149;121;184;15;0;-1
20001022;23;149;104;192;45;0;0
20001023;45;146;112;198;46;16;170
20001024;53;122;114;145;7;4;2
20001025;62;122;87;152;3;23;15
20001026;39;102;76;137;61;33;34
20001027;50;108;77;128;0;94;79
20001028;56;132;116;144;0;75;29
20001029;82;101;81;131;52;29;29
20001030;103;105;79;135;0;74;116
20001031;70;92;73;120;13;15;9
20001101;56;76;58;100;11;40;81
20001102;58;78;53;114;21;39;73
20001103;45;77;52;114;69;0;-1
20001104;41;68;38;111;56;23;14
20001105;49;71;39;105;63;0;0
20001106;72;94;70;116;20;46;43
20001107;47;85;65;96;0;20;11
20001108;56;82;69;94;0;37;36
20001109;54;78;71;90;0;104;223
20001110;51;71;53;91;0;47;62
20001111;63;86;58;105;7;14;8
20001112;57;87;79;98;0;115;91
20001113;33;79;59;101;19;0;0
20001114;26;56;16;94;24;0;0
20001115;39;57;36;75;5;26;25
20001116;51;72;51;92;0;64;39
20001117;33;50;21;82;48;30;44
20001118;54;64;30;84;36;25;29
20001119;57;91;76;116;6;52;65
20001120;43;63;39;79;2;43;61
20001121;57;62;39;79;5;27;28
20001122;59;86;61;111;31;1;2
20001123;43;84;42;113;0;58;44
20001124;45;70;44;92;29;6;3
20001125;58;72;41;96;16;41;80
20001126;58;76;62;94;13;23;25
20001127;43;66;44;86;48;5;10
20001128;54;119;72;148;0;44;79
20001129;39;111;94;136;21;0;0
20001130;35;106;86;124;59;0;0
20001201;52;116;97;135;4;27;12
20001202;34;105;81;125;3;11;15
20001203;38;84;43;108;35;53;78
20001204;54;70;39;94;15;11;6
20001205;48;96;64;122;39;5;2
20001206;44;109;83;123;2;17;26
20001207;47;98;74;117;2;22;14
20001208;67;122;99;149;17;16;12
20001209;58;94;74;111;17;0;-1
20001210;67;96;71;117;0;49;70
20001211;73;120;95;134;5;67;105
20001212;68;131;122;139;0;60;63
20001213;102;108;92;129;5;27;27
20001214;55;74;52;100;10;31;39
20001215;48;56;38;72;4;93;128
20001216;41;41;31;51;0;65;86
20001217;26;25;-5;55;56;7;3
20001218;23;32;6;42;0;0;0
20001219;40;27;8;62;58;0;0
20001220;62;16;3;31;54;0;0
20001221;49;-1;-22;25;65;0;0
20001222;28;-23;-47;10;66;0;0
20001223;14;-20;-66;18;66;5;1
20001224;28;6;0;11;7;109;48
20001225;60;-6;-38;9;35;10;2
20001226;45;-22;-46;-7;23;0;0
20001227;30;-10;-16;-4;0;140;21
20001228;42;5;-20;27;15;35;16
20001229;53;6;-13;33;31;40;47
20001230;28;17;-7;35;7;42;94
20001231;37;-1;-45;23;46;0;-1
